tweet_id,text,location,cleaned_text
ID_730191184115675136,"RT @retail_Dbt: #GiantTiger Raises Over $100,000 for Fort McMurray Wildfire Relief Efforts / Customers from acr Read more: /",,RT   GiantTiger raise 100000 Fort McMurray Wildfire Relief Efforts   customer acr Read
ID_1112899231579336704,"Senate Republicans wanted a package worth roughly $13.5 billion that would have included aid for those suffering in the aftermath of historic floods that inundated millions of acres of farmland in Nebraska, Missouri, Kansas and Iowa.",Iowa Kansas Missouri Nebraska,Senate Republicans want package worth roughly 135 billion include aid suffer aftermath historic flood inundate million acre farmland Nebraska Missouri Kansas Iowa
ID_721892981763088384,RT @7NewsAdelaide: At least 240 people have now died after a major earthquake in Ecuador. LATEST -  #7News /,Ecuador,RT   240 people die major earthquake Ecuador LATEST    7new
ID_1106870840921075712,@PatrickChitaka @InfoMinZW The areas to be affected are already known and in Mozambique they evacuated people before the cyclone. There is a clear anticipated map of the cyclone.,Mozambique,   area affect know Mozambique evacuate people cyclone clear anticipated map cyclone
ID_910542707424030720,"@PhillyD The earthquake in Mexico! Please if someone can donate, people lost their homes and gente are kids trapped in a school!",Mexico,  earthquake Mexico donate people lose home gente kid trap school
ID_909392168959250432,@marcorubio PLEASE HELP US NOTHING WAS DONE AFTER MATTHEW! WE HAVE NO ROAD NO POWER! FEMA HAS DONE NOTHING!!,,  help MATTHEW road power FEMA
ID_1111811719351930880,"@ForAllTheMarble @GeNormand #KeystoneXL cuts through the heart of some of most heavily flooded land in #Nebraska. Some countries are still waiting for @fema disaster assessments to be sent to the President. Bridges gone, roads washed away, homes still underwater & farm acres covered 12 deep w/ river ice.",Nebraska,   KeystoneXL cut heart heavily flood land Nebraska country wait   disaster assessment send President Bridges go road wash away home underwater   farm acre cover 12 deep w river ice
ID_902638103038480384,Find out how to get help and how to give help during #Hurricane Harvey  #RedCross,,find help help Hurricane Harvey   RedCross
ID_1116324005848522752,"Community volunteers helping in the reconstruction of houses of #CycloneIdai victims in Dombe village, Manica province. These #volunteers make part of the 750 national volunteers trained in building resilient communities resilient ready to respond to natural disasters like this.",Dombe village Manica,community volunteer help reconstruction house CycloneIdai victim Dombe village Manica province volunteer 750 national volunteer train build resilient community resilient ready respond natural disaster like
ID_1112957924949872640,RT @ComradeFatsooo: Calling all citizens! Get involved and help out victims of #CycloneIdai! Together were stronger! #Twimbos /,,RT   call citizen involved help victim CycloneIdai strong twimbo
ID_1176493765558702080,19 killed and 300 + injured in Mirpur AK #earthquake,Mirpur,19 kill 300   injure Mirpur AK earthquake
ID_1041929825345318912,"Cow saved from drowning - #Heroes saving lives #HurricaneFlorence Thank you, Skylands Animal Sanctuary And Rescue",,cow save drown   hero save live HurricaneFlorence thank Skylands Animal Sanctuary Rescue
ID_910650072521613312,These guys go from place to place rescuing people from beneath collapsed buildings risking their own life. #Mexico #Earthquake RT!,Mexico,guy place place rescue people beneath collapse building risk life Mexico Earthquake RT
ID_912235632717475840,3:30 am. Rescue teams work on rubble of 6 story office building toppled by the Mexico City earthquake on Tuesday. 40+ victims missing here,Mexico City,330 rescue team work rubble 6 story office building topple Mexico City earthquake Tuesday 40 victim miss
ID_1168204298733457408,Destruction of Dorian coming out of Marsh Harbour Bahamas.,Bahamas Marsh Harbour,destruction Dorian come Marsh Harbour Bahamas
ID_721594831609405440,RT @TopNewsA1: VIDEO: Ecuador earthquake leaves dozens dead,Ecuador,RT   video Ecuador earthquake leave dozen dead
ID_902655817010348032,"Beet It, Hurricane Harvey! 100% of sales from BEET IT will go to Red Cross to benefit the victims of #HurricaneHarvey #staystronghouston",,Beet Hurricane Harvey 100 sale beet Red Cross benefit victim HurricaneHarvey staystronghouston
ID_721878845025034240,"Hundreds death, thousands without homes, towns completely destroyed #Donate #Help #Earthquake #Ecuador",Ecuador,hundred death thousand home town completely destroy Donate help earthquake ecuador
ID_910585773916700672,Cant shake the thought of the children in Mexico who died in their schools. I saw this tweet and gave to UNICEFs efforts. Plz do the same.,Mexico,not shake thought child Mexico die school see tweet give UNICEFs effort plz
ID_903692202634772480,"Ring that bell, @Ozzypallooza!!! The Red Cross needs our Hurricane Harvey donations:",,ring bell   Red Cross need Hurricane Harvey donation
ID_871042730356465664,RT @colombogazette: US provides Rs. 350 million for flood relief  via @colombogazette @USAmbKeshap #srilanka #lka #us,US srilanka us,RT   provide Rs 350 million flood relief      srilanka lka
ID_1042050935839776768,And heres members of the New York Air National Guards 106th Rescue Squadron dropping yesterday drop from an HC-130J helicopter during a rescue op in a flooded area. 6/,New York,here member New York Air National Guards 106th Rescue Squadron dropping yesterday drop HC130J helicopter rescue op flood area 6
ID_721928173487845376,"RT @ABC: NEW: Death toll from earthquake in Ecuador rises to 233, per Ecuadorian president:",Ecuador,RT   NEW Death toll earthquake Ecuador rise 233 ecuadorian president
ID_914950790304976896,"How Celebrity Disaster Relief Donations Work - Four days after Hurricane Maria, Jennifer Lopez appeared at a pr",,Celebrity Disaster Relief donation Work   day Hurricane Maria Jennifer Lopez appear pr
ID_877896930466156544,"We raised £3225,37 for the Sri Lanka floods but there’s still more to be done and we are counting on your support..",Sri Lanka,raise 322537 Sri Lanka flood s count support
ID_912023602475626496,Aid begins to flow to #HurricaneMaria -hit #PuertoRico #DisasterRecovery (from @AP),PuertoRico,aid begin flow HurricaneMaria hit PuertoRico DisasterRecovery
ID_797924875578900480,@DairyNZ More #earthquake info - crisis priority checklist  & managing stressed people . #eqnz,,  earthquake info   crisis priority checklist    managing stress people   eqnz
ID_1032647324802142208,"Due to gates and big walls in some places, they couldnt move the boat near to the house. Instead they tie a rope from boat to the house and give life jackets for the inmates, with the help of fishermen they reach the boat. #KeralaFloods (11/n)",,gate big wall place not boat near house instead tie rope boat house life jacket inmate help fisherman reach boat keralaflood 11n
ID_1111606496310317056,NEF grants provide immediate financial assistance for American Legion & Sons of The American Legion members who have been affected by the natural disaster. Legion posts also qualify.  #NebraskaFlood #IowaFlood #MidwestFloods,,NEF grant provide immediate financial assistance American Legion   Sons American Legion member affect natural disaster Legion post qualify   NebraskaFlood IowaFlood MidwestFloods
ID_728600559004090368,RT @TheHockeyPress: Report: @NHL donating $100K to Fort McMurray wildfire relief.,Fort McMurray,RT   Report   donate 100 k Fort McMurray wildfire relief
ID_783979397439041536,@Aitch_El Yes. And hurricane touched on one end of Cuba too. But Cuban medics already in Haiti since earthquake. Helping in many places.,Cuba Haiti,  yes hurricane touch end Cuba cuban medic Haiti earthquake help place
ID_901627641949822976,"Lisa Rehr awaits evacuation as she holds her four-year old son Maximus, after losing their home to Hurricane Harvey",,Lisa Rehr await evacuation hold fouryear old son Maximus lose home Hurricane Harvey
ID_1021861823266598912,Open Missing People Search Database from Mati and Rafina areas  #Greecefires #PrayForGreece #PrayForAthens,Mati Rafina,Open missing People Search Database Mati Rafina area   Greecefires PrayForGreece PrayForAthens
ID_910624579571163136,RT @fcjuarezenglish: Refer to @fcjuarezoficial official twitter page to help with the earthquake in Mexico City. Good that our club is help,Mexico City,RT   refer   official twitter page help earthquake Mexico City Good club help
ID_902732305734574080,Video: Group helps rescue neighbors dog from #harvey flooding.,,Video Group help rescue neighbor dog harvey flooding
ID_722068495052083200,Let´s help #Ecuador! Click on this link for international and national #donations,Ecuador,let help Ecuador click link international national donation
ID_1111284265327751168,"damaged buildings should be rebuilt in Imperial, Nebraska.",Nebraska,damage building rebuild Imperial Nebraska
ID_1107667183818158080,The Mozambican President said more than 1000 people are feared dead in Mozambique & 100 000 lives are at risk due to Cyclone Idai. Lets also pray for our brothers and sisters in Mozambique.,Mozambique,mozambican President say 1000 people fear dead Mozambique   100 000 life risk Cyclone Idai Lets pray brother sister Mozambique
ID_783424137960251392,"At Least 1 Killed in Colombia As Jamaica, Cuba, and Haiti Brace For Hurricane Matthews Arrival",Colombia Cuba Haiti Jamaica,1 kill Colombia Jamaica Cuba Haiti Brace Hurricane Matthews Arrival
ID_722144536168960000,RT @ElisaEstrada: #Canoa #fishingvillage need of heavy machinery #CAT 2 #rescue #people #Trapped under #debris from #Quake #Ecuador unde,Ecuador,RT   Canoa fishingvillage need heavy machinery CAT 2 rescue people trap debris quake Ecuador unde
ID_1031083099088674816,"Glimpse of #KeralaFloodRelief efforts on-ground: At Chengannur in Pathanamthita, a mother and infant were stranded on the first floor of a damaged building. They were safely evacuated and shifted to relief camp by the @IndiaCoastGuard @nsitharaman",Chengannur Pathanamthita,Glimpse KeralaFloodRelief effort onground Chengannur Pathanamthita mother infant strand floor damage building safely evacuate shift relief camp  
ID_722077095946530816,"RT @RedCrossTalk: Following a 7.8 Magnitude earthquake in Ecuador, 1,000+ volunteers from the Ecuador Red Cross are providing aid. /",Ecuador,RT   follow 78 Magnitude earthquake Ecuador 1000 volunteer Ecuador Red Cross provide aid
ID_1107602339186335744,"#CycloneIdai Update: Local Government, Public Works and National Housing Minister Hon. July Moyo said that communication between rescue teams are being made difficult due to poor network and power outages caused by the destruction of electricity lines.",,CycloneIdai Update local Government Public Works National Housing Minister Hon July Moyo say communication rescue team difficult poor network power outage cause destruction electricity line
ID_913142473815461888,#Dominica’s death toll has risen to 27 from #HurricaneMaria,Dominica,dominica death toll rise 27 HurricaneMaria
ID_1032220890757390336,"He is not a Godman ! He is a ὠ8 Devil ! Such people who help on the basis of religion & spread hatred via religion should be put behind bars ! If he was drowning in the floods of Kerala & the safest place to be was a dargah or mosque, this man would run there, first ! Swine !",Kerala,Godman   8 Devil   people help basis religion   spread hatred religion bar   drown flood Kerala   safe place dargah mosque man run   Swine
ID_914595709374140416,(Video) Puerto Rico Cop Speaks out about Hurricane Marias Aid,Puerto Rico,Video Puerto Rico Cop speak Hurricane Marias Aid
ID_768569901753704448,"More than 159 earthquake victims.for the moment. These numbers make me crying, Im really sad! ὢ2#PrayForItaly ἞E἟9",,159 earthquake victimsfor moment number cry m sad 2prayforitaly E9
ID_910749142611349504,Please help donating for the Mexico earthquake disaster relief Ὁ4 #FuerzaMexico,Mexico,help donate Mexico earthquake disaster relief 4 FuerzaMexico
ID_903465960857677824,"Update on Tropical Harvey: So far, Hurricane Harvey Has Killed at Least 40 People",,update Tropical Harvey far Hurricane Harvey kill 40 People
ID_1113134396482125824,Texas competitors at the 2019 @BurlingtonCG International Omaha have offered to donate a percentage of their winnings to Nebraska Flood Relief!,Nebraska Omaha Texas,Texas competitor 2019   International Omaha offer donate percentage winning Nebraska Flood Relief
ID_1039908695784796160,"Thousands of people in Puerto Rico + the Virgin Islands are still recovering from Hurricane Marias devastation and Trumps racist disregard for Black, Brown, and Latinx communities. Today, millions are evacuating before Hurricane Florence makes landfall in the Carolinas.",Puerto Rico Virgin Islands the Carolinas,thousand people Puerto Rico   Virgin Islands recover Hurricane Marias devastation trumps racist disregard Black Brown latinx community today million evacuate Hurricane Florence make landfall Carolinas
ID_906445977338425344,#HurricaneIrma hit north #Haiti today. Please donate so our teams on the ground can provide vital medical supplies:,Haiti,HurricaneIrma hit north Haiti today donate team ground provide vital medical supply
ID_1004488597528023040,Important piece on the recent flooding of historic Ellicott City by Nicholas Redding at Preservation Maryland. There are also links to flood recovery resources and the flood recovery fund if youd like to donate.,Ellicott City Maryland,important piece recent flooding historic Ellicott City Nicholas Redding Preservation Maryland link flood recovery resource flood recovery fund d like donate
ID_1039605808894496768,#HurricaneFlorence update: Knightdale High School has been identified as a shelter for people evacuating from the coast. Wake County Emergency Management officials are in the planning stages of opening up shelters to others. An announcement is expected within 24 hours. (1/2),Knightdale High School,HurricaneFlorence update Knightdale High School identify shelter people evacuate coast Wake County Emergency Management official planning stage open shelter announcement expect 24 hour 12
ID_768483464022728704,"RT @ABC7News: #ItalyEarthquake update: Per @ABC, at least 73 people are dead following the earthquake that struck Central Italy.",Italy,RT   ItalyEarthquake update   73 people dead follow earthquake strike Central Italy
ID_907963617051594752,"Rescueeeeee dogggggggs!!!!! Especially after Irma. if you cant rescue, I encourage you to donate cat food,",,rescueeeeee dogggggggs especially Irma not rescue encourage donate cat food
ID_1112489529800380416,"Nothing in #Beira -- from the cathedral to restaurants, banks and the port,escaped #CycloneIdai. Rising death toll; 500,000+ affected, 110,000 in camps; Crops are gone; livestock search for grazing; #ResilienceForAll @CNNI",Beira,Beira   cathedral restaurant bank portescaped CycloneIdai rise death toll 500000 affect 110000 camp Crops go livestock search graze ResilienceForAll
ID_1108265615461105664,Lets remember women affected by #CycloneIdai we are still in #WomensHistoryMonth they need cooking utensils and sanitary wear . Remember to donate at your nearest drop off points,,let remember woman affect CycloneIdai womenshistorymonth need cook utensil sanitary wear   remember donate near drop point
ID_1063929431931199488,"Devastating Over 74 people dead and over 1,000 people missing in California due to these horrific wildfires. A woman recorded herself driving through and barely making it. CLIMATE ὄFἿD CHANGE ὄFἿD IS ὄFἿD REAL ὄFἿD",California,devastate 74 people dead 1000 people miss California horrific wildfire woman record drive barely make climate FD change FD FD REAL FD
ID_783795787889188864,Haiti: U.S. Government Actions and Assistance for Countries Affected by Hurricane Matthew  #Haiti,Haiti U.S.,Haiti Government Actions Assistance country affect Hurricane Matthew   Haiti
ID_1041236893742952448,"Do you rely on electricity powered medical equipment? If #HurricaneFlorence is coming your way, charge your equipment before the storm. More #PrepTips →",,rely electricity power medical equipment HurricaneFlorence come way charge equipment storm PrepTips
ID_734053755830841344,RT @DogNextDoorTO: PAY WHAT YOU CAN NAIL TRIMS All funds raised go to #FortMcMurray #wildfire rescue efforts Suggested donation amount $5 f,FortMcMurray,RT   PAY nail TRIMS fund raise FortMcMurray wildfire rescue effort suggest donation 5 f
ID_909040873152925696,Dolphins players displaced by Irma rescue high school football team Irma stranded in Vegas,Vegas,Dolphins player displace Irma rescue high school football team Irma strand Vegas
ID_912403409411739648,Call your reps!!! Puerto Rico needs aid now.,Puerto Rico,rep Puerto Rico need aid
ID_1024227525495533568,"What could be done with £1000? Well £1000 can buy food, water, emergency bedding or clothes for fire victims who desperately need it. We’ve almost hit £1000, but not quite. Can you help? Thanks.  #hellenicredcross #greece #wildfires #athens #RT",athens greece,1000 1000 buy food water emergency bedding clothe fire victim desperately need ve hit 1000 help thank   hellenicredcross greece wildfire athens RT
ID_1110919166092021760,Thank you @UNZimbabwe @WFP_Zimbabwe @BishowParajuli for the joint assessment mission with @eu_echo . We witnessed a clear one UN” approach. #EU @euinzim remains committed to work with and through the UN family and humanitarian NGOs in emergency response,EU humanitarian NGOs,thank     joint assessment mission    witness clear UN approach EU   remain committed work UN family humanitarian NGOs emergency response
ID_1110235833456607232,"UPDATE: #CycloneIdai 24.03.2019 Due to the damaged Umvumvumvu Bridge, communications were made with Biriri High School representatives for an alternative to deliver the goods at Nyanyadzi High School. Thank You So Much to EVERYONE who contributed to the cause #MUFC #WeAreUnited",Biriri High School Nyanyadzi High School Umvumvumvu Bridge,update CycloneIdai 24032019 damage Umvumvumvu Bridge communication Biriri High School representative alternative deliver good Nyanyadzi High School thank contribute cause MUFC WeAreUnited
ID_768698317371047936,RT @Onuitalia: #ItalyEarthquake: #UNESCO task force #Unite4Heritage deployed for first time,UNESCO,RT   ItalyEarthquake UNESCO task force unite4heritage deploy time
ID_902689471124123648,"Officials said that between at least 9,000-10,000 people had been rescued in the region. #harvey",,official say 900010000 people rescue region harvey
ID_1168355329849143296,Alerts U. S. A: SC Gov. Henry McMaster orders a mandatory evacuation of the states entire coast as Hurricane Dorian threatens. The order goes into effect at 12:00 noon Monday. Alerts U. S. A: GA Gov. Brian Kemp orders mandatory evacuation of all coastal counties E of (1/2),GA SC U. S. A,alert u s SC Gov Henry McMaster order mandatory evacuation state entire coast Hurricane Dorian threaten order go effect 1200 noon Monday Alerts u s ga Gov Brian Kemp order mandatory evacuation coastal county e 12
ID_1167892003465527296,"More than 17 million residents along Florida’s east coast are preparing for Hurricane Dorian, boarding up windows, filling up on gas and securing construction cranes as they wait for any word on evacuations. @giobenitez has the story.",Florida,17 million resident Floridas east coast prepare Hurricane Dorian boarding window fill gas secure construction crane wait word evacuation   story
ID_1065389192761536512,@emicska @KudaMuhwati @MatthewHokie @JRodgers11 Aaron just donated 1 million dollars to victims of the California fire and his brother decided to use that critical moment to make headlines about family issues. Thats messed up! They all need to sit in a room and deal with it themselves as a family.,California,     Aaron donate 1 million dollar victim California fire brother decide use critical moment headline family issue s mess need sit room deal family
ID_908493458184200192,Liberia: Mudslide Causes Damage At China Union: AllAfrica  #environment,China Liberia,Liberia Mudslide cause damage China Union AllAfrica   environment
ID_1001420066141999104,Missing guardsman from Maryland swept away in Flood Waters while attempting to help people. We are all praying for his safe return,Maryland,missing guardsman Maryland sweep away Flood Waters attempt help people pray safe return
ID_1002571756400410624,"Drone video shows devastation in wake of flash floods that hit Ellicott City, Maryland after the neighborhood saw 8.4 inches of rain in just a few hours earlier this week.",Ellicott City Maryland,drone video show devastation wake flash flood hit Ellicott City Maryland neighborhood see 84 inch rain hour early week
ID_913655527975956480,I just signed the campaign: Grant Immediate Emergency Aid to Puerto Rico & Eliminate Cost-Sharing for FEMA Aid.,Puerto Rico,sign campaign Grant Immediate Emergency aid Puerto Rico   eliminate CostSharing FEMA Aid
ID_722123213279477760,Mindo comes together to help hose affected on the coast #EcuadorEarthquake #EcuadorListoYSolidario,,mindo come help hose affect coast EcuadorEarthquake EcuadorListoYSolidario
ID_871390032610836480,A group of #Jaffna Uni students donated school stationaries to 400 flood affected students in #Kurunagala;military coordinated #FloodSL #lka,Jaffna,group Jaffna Uni student donate school stationarie 400 flood affect student Kurunagalamilitary coordinate FloodSL lka
ID_908307343397486592,#LITechNews: News Wrap: 2.5 million need aid after powerful Mexico earthquake #Electricity #Hurricane #Killed,Mexico,LITechNews News Wrap 25 million need aid powerful Mexico earthquake Electricity Hurricane kill
ID_735133794806571008,Positive thoughts f/homeowners in Fort McMurray as evacuees begin return in June and the rebuild starts!  #gpab #ymm,,positive thought fhomeowner Fort McMurray evacuee begin return June rebuild start   gpab ymm
ID_902901569313759232,"Hurricane Harvey has resulted in thousands without homes or shelter. However, you can help make a difference! Make your donation @RedCross.",,Hurricane Harvey result thousand home shelter help difference donation
ID_1168228405709590528,Friends and Family in the path of Dorian I WISHED YOU WOULD EVACUATE BUT IF YOU CANT Please COMMENT OR PM ME YOUR NAMES / GPS CORDINATES AND CONTACT INFO SO WE CAN KEEP TRACK OF EVERYONE AND GET HELP TO YOU IN,,friend Family path Dorian wished evacuate CANT comment PM names   GPS cordinate CONTACT INFO track help
ID_1107673577879416832,As a nation we have been thrown into sadness by the loss of lives in the EasternHighlands caused by #CycloneIdai. Quite a number of people have been left homeless by this disaster & as MAZ we are mobilising resources to assist those affected. Come through with anything you have.,,nation throw sadness loss life EasternHighlands cause CycloneIdai number people leave homeless disaster   MAZ mobilise resource assist affect come
ID_1176505220706263040,Pakistan has started rescue operations in azad kashmir but we still dont know whats happening on the other side of line of controlὢD #earthquake,Pakistan azad kashmir,Pakistan start rescue operation azad kashmir not know s happen line controld earthquake
ID_1001668289611919360,VibeMagazine: Authorities in Maryland recover body of missing man who died while rescuing woman from flash flood,Maryland,VibeMagazine Authorities Maryland recover body miss man die rescue woman flash flood
ID_913407962084892672,"RT @FELDYPT: As Hurricane Maria smashed into #PuertoRico, the Virgin Islands are hit like WAR.. Donate now @americares",PuertoRico Virgin Islands,RT   Hurricane Maria smash PuertoRico Virgin Islands hit like WAR Donate
ID_783802633408557056,"If you want to help people affected by the hurricane in Haiti, this is the charity we support.  Exceptional people!",Haiti,want help people affect hurricane Haiti charity support   exceptional people
ID_1168355575249461248,"Audrey talks to evacuees, after the game.",,Audrey talk evacuee game
ID_907959436697882624,Traffic is hell for returning #Irma #evacuees. Patience required.,,traffic hell return Irma evacuee patience require
ID_913207907986141184,"#PuertoRico needs help, desperately. If you can, please consider donating. Heres one way you can do so:  #Maria",PuertoRico,PuertoRico need help desperately consider donate here way   Maria
ID_902916944495611904,"Hurricane Harvey Leaves Houston Under Water - 28 photos from the 4th-largest city in the US, hit hard by Harvey",Houston US,Hurricane Harvey leave Houston Water   28 photo 4thlargest city hit hard harvey
ID_1042015065304690688,Pender County officials to update #Florence #rescue and recovery efforts - Sep 18 @ 7:37 AM ET,Pender County,Pender County official update Florence rescue recovery effort   Sep 18   737 ET
ID_913377391858380800,Cargo plane carrying Humanitarian aid to #Mexico from #Bolivia is one of several ordered by President Evo Morales for the earthquake relief.,Bolivia Mexico,cargo plane carry humanitarian aid Mexico Bolivia order President Evo Morales earthquake relief
ID_771500263387435008,THERE WAS A 7.1 MAGNITUDE EARTHQUAKE LAST NIGHT AN NOW THERE IS TSUNAMI ALARMS GOING OFF. I SHOULD PROBABLY GET OUT OF BED.,,71 MAGNITUDE earthquake night TSUNAMI ALARMS go probably BED
ID_1022036436260978688,Greece Wildfire Relief Campaign,Greece,Greece Wildfire Relief campaign
ID_1168247282787131392,@pulte Donate it to funds helping the Bahamas! Theyre getting slammed by Dorian. Prayers are with them!!,Bahamas,  donate fund help Bahamas getting slam Dorian Prayers
ID_1039899956251963392,RT @KatieWGME: IMPORTANT evacuation info from FEMA! ⬇️ @wgme #florence,,RT   important evacuation info FEMA    florence
ID_1040554344465264640,Good morning. Heres whats happening: - Hurricane Florence nears landfall - Governor Andrew Cuomo wins New York primary - Gas explosion in Boston suburbs drives out residents,Boston New York,good morning here s happen   Hurricane Florence near landfall   Governor Andrew Cuomo win New York primary   gas explosion Boston suburb drive resident
ID_908490567599951872,Join the NFL family in a #HuddleForRelief by donating $10 to Harvey & Irma relief: Text REDCROSS to 90999 or visit:,,join NFL family huddleforrelief donate 10 Harvey   Irma relief text REDCROSS 90999 visit
ID_902646563096297472,"Hurricane Harvey damaged ExxonMobil refineries, causing hazardous pollutants to leak (Amanda Froelich/Inhabitat)",ExxonMobil refineries,Hurricane Harvey damage ExxonMobil refinery cause hazardous pollutant leak Amanda FroelichInhabitat
ID_908760683675873280,Hurricane #Irma Keys Recovery Drive Continues Til 9p @ 2099 Adams Ln NO MORE WATER OR PLYWOOD NEEDED Still need all other supplies PLEASE RT,2099 Adams Ln,Hurricane Irma Keys Recovery Drive continue Til 9p   2099 Adams Ln water plywood need need supply RT
ID_908173060389445632,Question on @Quora: What is the death toll for Hurricane Irma?,,question   death toll Hurricane Irma
ID_783606602486124544,Hurricane damage in parts of Haiti catastrophic! #HelpThem,Haiti,hurricane damage part Haiti catastrophic HelpThem
ID_768869636234420224,RT @serthx: Men lost his newborn. #terremoto #ItalyEarthquake #Italy #PrayForItaly #Amatrice #pescaradeltronto,Italy,RT   Men lose newborn terremoto ItalyEarthquake Italy PrayForItaly Amatrice pescaradeltronto
ID_798669376249470976,Engineers reportedly evacuating a Tennyson Street apartment building in central Wellington after it was deemed unsafe. #eqnz,Tennyson Street Wellington,engineer reportedly evacuate Tennyson Street apartment building central Wellington deem unsafe eqnz
ID_870760050469609472,Emergency team on way to #SriLanka to help survivors after devastating #floods #mudslides REUTERS/Dinuka Liyanawatte,SriLanka,emergency team way SriLanka help survivor devastating flood mudslide REUTERSDinuka Liyanawatte
ID_908418888987172864,For all who have reached us for information where you can help the victims of the earthquake you can do it through:,,reach information help victim earthquake
ID_1067197143608410112,"Many of the structures lost in the California fires were nursing homes, assisted living facilities, other geriatric care centers or mobile home parks catering to retirees. Roughly 2,300 residents of the fire zone had relied on in-home health aides. .",California,structure lose California fire nurse home assist live facility geriatric care center mobile home park cater retiree roughly 2300 resident fire zone rely inhome health aide
ID_733362688298881024,"RT @GlobalEdmonton: Fort McMurray wildfire: Municipal Affairs Min. Danielle Larivee to provide update on fire status, assistance efforts at",Fort McMurray,RT   Fort McMurray wildfire Municipal Affairs Min Danielle Larivee provide update fire status assistance effort
ID_783672610445864960,Haiti: Lutheran World Relief Responds to Immediate Needs of Haitians Affected by Hurricane Matthew  #Haiti,Haiti,Haiti Lutheran World Relief Responds Immediate need haitian affect Hurricane Matthew   Haiti
ID_1064652656650514432,@KamalaHarris How much have you donated to Camp Fire victims fund?,,  donate Camp Fire victim fund
ID_730880615222902784,Dont forget that for the entire month of May @MCRCI will donate $5 of every membership to Fort McMurray wildfire,Fort McMurray,not forget entire month   donate 5 membership Fort McMurray wildfire
ID_783884183940706304,"Breaking News 16 Dead, 2 Million Affected As Hurricane Matthew Slams Haiti: Emergency teams in Hait  #Followme",Haiti,break News 16 Dead 2 million affect Hurricane Matthew Slams Haiti Emergency team Hait   Followme
ID_1041277356051255296,"About 2,800 homes are under the mandatory evacuation order in Cumberland County due to impending flooding. There will be 8 shelters opened. We have all the details on @WRAL--on air and online.",Cumberland County,2800 home mandatory evacuation order Cumberland County impending flooding 8 shelter open detail air online
ID_907227225132593152,Nearly 4.5 million across Florida lost power. Officials said it will take weeks to restore electricity to everyone.,Florida,nearly 45 million Florida lose power official say week restore electricity
ID_913164725265018880,If youd like to donate to #HurricaneMaria relief for #PuertoRico head to the @NewBedfordPD HQ till 9pm. #PuertoRicoRelief #NewBedford,PuertoRico,d like donate HurricaneMaria relief PuertoRico head   HQ till 9 pm puertoricorelief NewBedford
ID_914235278285578240,Police rescue dog from rubble in Mexico City nearly a week after 7.1-magnitude earthquake collapsed 38 structures.,Mexico,police rescue dog rubble Mexico City nearly week 71magnitude earthquake collapse 38 structure
ID_910732818556375040,PLEASE BOOST THESE CHARITY ALTERNATIVES TO HELP PUERTO RICO. The Red Cross doesnt have a good track record giving aid.,PUERTO RICO,boost charity alternative help PUERTO RICO Red Cross not good track record give aid
ID_1176501698245910528,#earthquake Just in Death toll: 20 Injured : 200 Source: DHQ Mirpur #mirpur #Pakistan,Mirpur Pakistan mirpur,earthquake death toll 20 injure   200 source DHQ Mirpur mirpur Pakistan
ID_901684245772603392,@jenflortx Tornado warnings going off but so far only one I know of was out in NE area.,NE,  Tornado warning go far know NE area
ID_909048917735731200,#Wildcat delivers #RFAMountsBay with ability to sea-base & reach isolated communities delivering life saving supplies #Irma @RoyalNavy,,Wildcat deliver RFAMountsBay ability seabase   reach isolated community deliver life save supply Irma
ID_908427074800455680,he promised you a lambo and ur driving home in a flood damaged nova. sad!,,promise lambo ur drive home flood damage nova sad
ID_797856281272815616,"At least two confirmed dead following massive 7.5M #quake - one in Kaikoura & one in Mt Lyford, near Hanmer Springs @NewshubNZ #eqnz",Hanmer Springs Kaikoura Mt Lyford,confirm dead follow massive 75 M quake   Kaikoura   Mt Lyford near Hanmer Springs   eqnz
ID_911955721033416704,"RT @RWhelanWSJ: Five days after an earthquake killed more than 300 in Mexico, Chilangos face gnawing uncertainty about housing:",Mexico,RT   day earthquake kill 300 Mexico Chilangos face gnaw uncertainty housing
ID_768473703172542464,RT @cnni: BREAKING: At least 4 dead in 6.2 magnitude #ItalyEarthquake according to CNN affiliate Rai.  /,,RT   BREAKING 4 dead 62 magnitude ItalyEarthquake accord CNN affiliate Rai  
ID_1032348011047923712,"RT @IndianExpress: The rescue is complete and now it’s time for relief and rehabilitation, said Pinarayi Vijayan. #KeralaFloods .",Pinarayi Vijayan,RT   rescue complete time relief rehabilitation say Pinarayi Vijayan KeralaFloods
ID_1176497428989698048,#earthquake rattles #Pakistan,Pakistan,earthquake rattle Pakistan
ID_797790224801636352,RT @misimagined8: Tsunami siren going off in Christchurch now #eqnz,Christchurch,RT   Tsunami siren go Christchurch eqnz
ID_1106863231442866176,@nelsonchamisa @AusEmbZim My president how can we assist those who have been affected by the cyclone. We are ready to donate in cash or kind. Stay blessed. #CycloneIdai @hwendec @DrNkuSibanda @bsamadonhora @mdczimbabw,,   president assist affect cyclone ready donate cash kind stay bless CycloneIdai    
ID_914531677153751040,HURRICANE MARIA RELIEF and GIVING SOLAR LIGHT TO PUERTO RICO Thank you everyone for your kind donations! Thats,PUERTO RICO,HURRICANE MARIA RELIEF GIVING SOLAR light PUERTO RICO thank kind donation s
